Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2018-08-06
Time (HH:MM:SS):	15:32:52
Device Name:	SPCM50A
Serial Number:	M00451789
GUI Revision:	1.0 Build 2
Driver Revision:	1.0.1
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	10
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	No
Fan Off:	Yes

Bin Number 	Counts per Bin 	Remarks
        1	         1271 	
        2	         1294 	
        3	         1292 	
        4	         1292 	
        5	         1282 	
        6	         1264 	
        7	         1326 	
        8	         1286 	
        9	         1276 	
       10	         1282 	
       11	         1336 	
       12	         1245 	
       13	         1206 	
       14	         1318 	
       15	         1343 	
       16	         1206 	
       17	         1287 	
       18	         1258 	
       19	         1288 	
       20	         1202 	
       21	         1292 	
       22	         1269 	
       23	         1302 	
       24	         1211 	
       25	         1217 	
       26	         1298 	
       27	         1270 	
       28	         1261 	
       29	         1311 	
       30	         1285 	
       31	         1312 	
       32	         1253 	
       33	         1259 	
       34	         1219 	
       35	         1276 	
       36	         1330 	
       37	         1285 	
       38	         1279 	
       39	         1325 	
       40	         1294 	
       41	         1231 	
       42	         1310 	
       43	         1261 	
       44	         1213 	
       45	         1324 	
       46	         1265 	
       47	         1264 	
       48	         1283 	
       49	         1307 	
       50	         1278 	
       51	         1280 	
       52	         1335 	
       53	         1282 	
       54	         1285 	
       55	         1266 	
       56	         1307 	
       57	         1266 	
       58	         1318 	
       59	         1254 	
       60	         1282 	
       61	         1239 	
       62	         1246 	
       63	         1301 	
       64	         1256 	
       65	         1327 	
       66	         1251 	
       67	         1265 	
       68	         1277 	
       69	         1274 	
       70	         1305 	
       71	         1256 	
       72	         1283 	
       73	         1307 	
       74	         1327 	
       75	         1269 	
       76	         1308 	
       77	         1323 	
       78	         1317 	
       79	         1310 	
       80	         1213 	
       81	         1271 	
       82	         1269 	
       83	         1276 	
       84	         1316 	
       85	         1275 	
       86	         1331 	
       87	         1301 	
       88	         1302 	
       89	         1283 	
       90	         1298 	
       91	         1305 	
       92	         1354 	
       93	         1257 	
       94	         1302 	
       95	         1311 	
       96	         1367 	
       97	         1243 	
       98	         1403 	
       99	         1272 	
      100	         1315 	
      101	         1297 	
      102	         1252 	
      103	         1311 	
      104	         1258 	
      105	         1242 	
      106	         1228 	
      107	         1281 	
      108	         1260 	
      109	         1283 	
