Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2018-07-17
Time (HH:MM:SS):	17:58:08
Device Name:	SPCM50A
Serial Number:	M00451789
GUI Revision:	1.0 Build 2
Driver Revision:	1.0.1
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	            3 	
        2	            6 	
        3	           11 	
        4	            7 	
        5	            4 	
        6	            7 	
        7	            5 	
        8	            3 	
        9	            4 	
       10	            6 	
       11	            6 	
       12	            8 	
       13	            5 	
       14	            4 	
       15	            8 	
       16	           16 	
       17	            7 	
       18	            9 	
       19	            4 	
       20	           10 	
       21	            7 	
       22	            5 	
       23	            8 	
       24	           10 	
       25	            9 	
       26	            9 	
       27	            4 	
       28	            5 	
       29	            7 	
       30	           10 	
       31	            8 	
       32	           11 	
       33	            5 	
       34	            5 	
       35	           10 	
       36	            3 	
       37	            7 	
       38	            8 	
       39	            4 	
       40	            5 	
       41	           10 	
       42	            4 	
       43	            4 	
       44	            8 	
       45	            6 	
       46	           10 	
       47	            8 	
       48	           11 	
       49	            9 	
       50	           11 	
       51	            8 	
       52	            3 	
       53	            9 	
       54	           10 	
       55	            7 	
       56	            8 	
       57	           10 	
       58	           14 	
       59	            7 	
       60	            5 	
       61	            7 	
       62	            6 	
       63	           15 	
       64	            5 	
       65	            8 	
       66	           11 	
       67	           11 	
       68	            6 	
       69	           10 	
       70	            3 	
       71	            6 	
       72	           10 	
       73	            6 	
       74	           11 	
       75	           12 	
       76	            5 	
       77	            9 	
       78	            5 	
       79	           13 	
       80	            7 	
       81	            5 	
       82	           11 	
       83	           12 	
       84	            5 	
       85	            8 	
       86	            9 	
       87	           11 	
       88	            6 	
       89	            6 	
       90	           12 	
       91	            9 	
       92	           17 	
       93	            9 	
       94	            6 	
       95	            8 	
       96	            4 	
       97	            7 	
       98	            6 	
       99	            7 	
      100	            6 	
      101	           12 	
      102	           11 	
      103	            3 	
      104	            7 	
      105	           13 	
      106	            9 	
      107	            5 	
      108	            9 	
      109	            8 	
      110	            9 	
      111	           10 	
      112	            6 	
      113	           12 	
      114	            8 	
      115	            5 	
      116	            8 	
      117	            7 	
      118	            6 	
      119	            9 	
      120	           13 	
      121	            6 	
      122	           11 	
      123	            7 	
      124	           12 	
      125	            9 	
      126	           10 	
      127	            3 	
      128	            8 	
      129	            7 	
      130	            7 	
      131	            6 	
      132	            8 	
      133	            8 	
      134	            6 	
      135	            7 	
      136	            4 	
      137	            2 	
      138	            9 	
      139	            5 	
      140	            8 	
      141	            8 	
      142	            9 	
      143	           11 	
      144	            7 	
      145	           11 	
      146	            6 	
      147	            7 	
      148	            5 	
      149	            5 	
      150	            7 	
      151	            5 	
      152	            5 	
      153	            4 	
      154	            4 	
      155	            7 	
      156	           15 	
      157	           10 	
      158	            4 	
      159	            5 	
      160	            4 	
      161	           11 	
      162	            9 	
      163	            7 	
      164	            5 	
      165	            3 	
      166	            5 	
      167	           11 	
      168	           17 	
      169	            6 	
      170	            7 	
      171	            9 	
      172	            7 	
      173	            8 	
      174	           11 	
      175	            7 	
      176	            8 	
      177	           10 	
      178	            8 	
      179	           11 	
      180	           10 	
      181	            2 	
      182	            7 	
      183	           13 	
      184	            8 	
      185	            5 	
      186	            9 	
      187	            3 	
      188	            4 	
      189	           13 	
      190	            6 	
      191	            7 	
      192	            6 	
      193	            9 	
      194	            4 	
      195	            7 	
      196	            5 	
      197	            7 	
      198	            8 	
      199	            6 	
      200	            8 	
      201	            5 	
      202	            6 	
      203	            7 	
      204	            8 	
      205	            2 	
      206	           12 	
      207	            6 	
      208	            6 	
      209	            8 	
      210	           10 	
      211	            5 	
      212	            9 	
      213	            7 	
      214	            8 	
      215	            7 	
      216	            4 	
      217	            5 	
      218	            8 	
      219	            9 	
      220	            7 	
      221	            9 	
      222	            9 	
      223	            5 	
      224	            8 	
      225	            6 	
      226	            7 	
      227	            5 	
      228	            4 	
      229	            5 	
      230	            5 	
      231	            6 	
      232	            8 	
      233	            6 	
      234	            2 	
      235	           11 	
      236	            8 	
      237	            6 	
      238	            6 	
      239	           10 	
      240	            9 	
      241	            9 	
      242	            4 	
      243	            3 	
      244	            7 	
      245	            6 	
      246	            5 	
      247	            6 	
      248	            8 	
      249	            7 	
      250	            5 	
      251	            9 	
      252	            4 	
      253	            6 	
      254	           11 	
      255	            8 	
      256	           11 	
      257	            7 	
      258	            8 	
      259	            5 	
      260	           12 	
      261	            4 	
      262	            4 	
      263	           13 	
      264	            6 	
      265	            6 	
      266	            5 	
      267	            8 	
      268	           10 	
      269	           11 	
      270	            7 	
      271	            8 	
      272	            6 	
      273	            5 	
      274	           10 	
      275	            9 	
      276	            6 	
      277	            9 	
      278	           13 	
      279	            8 	
      280	            4 	
      281	            9 	
      282	            8 	
      283	            4 	
      284	            7 	
      285	            7 	
      286	            7 	
      287	            8 	
      288	            5 	
      289	            2 	
      290	           10 	
      291	            3 	
      292	           11 	
      293	            7 	
      294	            3 	
      295	            9 	
      296	           17 	
      297	            3 	
      298	            8 	
      299	            7 	
      300	            4 	
      301	            9 	
      302	            4 	
      303	            3 	
      304	           14 	
      305	            7 	
      306	            9 	
