Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2018-07-13
Time (HH:MM:SS):	13:26:36
Device Name:	SPCM50A
Serial Number:	M00451789
GUI Revision:	1.0 Build 2
Driver Revision:	1.0.1
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          218 	
        2	          195 	
        3	          229 	
        4	          239 	
        5	          234 	
        6	          215 	
        7	          203 	
        8	          209 	
        9	          225 	
       10	          237 	
       11	          228 	
       12	          227 	
       13	          234 	
       14	          208 	
       15	          182 	
       16	          190 	
       17	          239 	
       18	          242 	
       19	          230 	
       20	          244 	
       21	          218 	
       22	          224 	
       23	          191 	
       24	          221 	
       25	          242 	
       26	          223 	
       27	          225 	
       28	          244 	
       29	          233 	
       30	          227 	
       31	          229 	
       32	          219 	
       33	          224 	
       34	          236 	
       35	          229 	
       36	          233 	
       37	          243 	
       38	          234 	
       39	          220 	
       40	          238 	
       41	          226 	
       42	          241 	
       43	          226 	
       44	          236 	
       45	          244 	
       46	          233 	
       47	          255 	
       48	          212 	
       49	          210 	
       50	          206 	
       51	          269 	
       52	          235 	
       53	          211 	
       54	          240 	
       55	          229 	
       56	          234 	
       57	          197 	
       58	          203 	
       59	          209 	
       60	          215 	
       61	          206 	
       62	          232 	
       63	          244 	
       64	          227 	
       65	          210 	
       66	          201 	
       67	          200 	
       68	          228 	
       69	          215 	
       70	          232 	
       71	          244 	
       72	          239 	
       73	          214 	
       74	          239 	
       75	          195 	
       76	          207 	
       77	          230 	
       78	          238 	
       79	          239 	
       80	          227 	
       81	          219 	
       82	          235 	
       83	          242 	
       84	          220 	
       85	          211 	
       86	          225 	
       87	          238 	
       88	          204 	
       89	          217 	
       90	          221 	
       91	          209 	
       92	          216 	
       93	          248 	
       94	          213 	
       95	          216 	
       96	          227 	
       97	          219 	
       98	          237 	
       99	          209 	
      100	          204 	
      101	          191 	
      102	          230 	
      103	          232 	
      104	          245 	
      105	          212 	
      106	          215 	
      107	          205 	
      108	          229 	
      109	          228 	
      110	          224 	
      111	          206 	
      112	          227 	
      113	          235 	
      114	          217 	
      115	          221 	
      116	          236 	
      117	          253 	
      118	          247 	
      119	          225 	
      120	          246 	
      121	          225 	
      122	          254 	
      123	          214 	
      124	          214 	
      125	          216 	
      126	          230 	
      127	          234 	
