Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2018-08-02
Time (HH:MM:SS):	09:39:00
Device Name:	SPCM50A
Serial Number:	M00451789
GUI Revision:	1.0 Build 2
Driver Revision:	1.0.1
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	10
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	No
Fan Off:	Yes

Bin Number 	Counts per Bin 	Remarks
        1	          714 	
        2	          698 	
        3	          658 	
        4	          707 	
        5	          697 	
        6	          666 	
        7	          705 	
        8	          711 	
        9	          722 	
       10	          687 	
       11	          661 	
       12	          720 	
       13	          660 	
       14	          674 	
       15	          707 	
       16	          682 	
       17	          689 	
       18	          704 	
       19	          724 	
       20	          759 	
       21	          644 	
       22	          647 	
       23	          670 	
       24	          647 	
       25	          685 	
       26	          694 	
       27	          675 	
       28	          762 	
       29	          657 	
       30	          729 	
       31	          663 	
       32	          667 	
       33	          699 	
       34	          660 	
       35	          674 	
       36	          728 	
       37	          711 	
       38	          693 	
       39	          698 	
       40	          643 	
       41	          659 	
       42	          720 	
       43	          698 	
       44	          683 	
       45	          670 	
       46	          642 	
       47	          729 	
       48	          644 	
       49	          671 	
       50	          708 	
       51	          648 	
       52	          677 	
       53	          702 	
       54	          647 	
       55	          657 	
       56	          732 	
       57	          679 	
       58	          641 	
       59	          716 	
       60	          692 	
       61	          656 	
       62	          695 	
       63	          735 	
       64	          648 	
       65	          697 	
       66	          682 	
       67	          727 	
       68	          652 	
       69	          697 	
       70	          654 	
       71	          712 	
       72	          711 	
       73	          687 	
       74	          719 	
       75	          640 	
       76	          714 	
       77	          694 	
       78	          736 	
       79	          786 	
       80	          707 	
       81	          686 	
       82	          726 	
       83	          677 	
       84	          649 	
       85	          734 	
       86	          742 	
       87	          680 	
       88	          666 	
       89	          714 	
       90	          669 	
